time,geography,geography_name,school_id,school_name,district,school_type,pct_medical_exemptions,pct_immunized_polio,pct_immunized_measles,pct_immunized_mumps,pct_immunized_rubella,pct_immunized_diphtheria,pct_immunized_hepatitis_b,pct_immunized_varicella,pct_immunized_tdap,pct_immunized_meningococcal,pct_completely_immunized
12-31-2024,36013,Chautauqua County,60201060003,SOUTHWESTERN SHS,SOUTH WESTERN CENT SCH-JAMESTOWN,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36075,Oswego County,460500010000,FULTON CITY SCHOOLS,FULTON CITY SCHOOLS,School District,0,99.68,100,100,100,100,100,99.62,100,100,99
12-31-2024,36119,Westchester County,662300010038,LINCOLN H S,YONKERS CITY SCHOOLS,Public School,0,99.56,99,100,100,NA,99,98.85000000000001,99,98,97
12-31-2024,36083,Rensselaer County,490301060000,EAST GREENBUSH CENTRAL SCHOOL,EAST GREENBUSH CENTRAL SCHOOL,School District,0,99.68,100,100,100,100,100,99.72999999999999,100,100,100
12-31-2024,36103,Suffolk County,580601040005,SHOREHAM-WADING RIVER H S,SHOREHAM-WADING RIVER CENT SCH,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36085,Richmond County,353100145394,OUR LADY STAR OF THE SEA SCHOOL,0.0,Private School,0,100,100,100,100,98,100,100,94,92,96
12-31-2024,36047,Kings County,332200226299,MEVAKSHAI TORAH,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36111,Ulster County,622002060002,ELLENVILLE ELEM SCHOOL,ELLENVILLE CENTRAL SCHOOL,Public School,0,99,100,100,100,99,100,98.86,NA,NA,98
12-31-2024,36093,Schenectady County,530301060005,ROSENDALE SCHOOL - SCHENECTADY,NISKAYUNA CENTRAL SCHOOL,Public School,1,100,99,99,99,100,99,99.47,NA,NA,99
12-31-2024,36119,Westchester County,489000000003,PUTNAM NORTHERN WESTCHESTER BOCES - PINES BRIDGE SCHOOL,0.0,BOCES School,4,96.36,96,96,96,100,96,96.36,94,93,96
12-31-2024,36119,Westchester County,662200996141,FUSION ACADEMY WESTCHESTER,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36019,Clinton County,91101060004,PERU PRIMARY SCHOOL,PERU CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36103,Suffolk County,580506030007,HAUPPAUGE H S,HAUPPAUGE UNION FREE SCHOOLS,Public School,0,99.81,100,100,100,NA,100,99.91,100,100,100
12-31-2024,36107,Tioga County,600402040004,NEWARK VALLEY S H S,NEWARK VALLEY CENTRAL SCHOOL,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36109,Tompkins County,610600010001,BELLE SHERMAN SCHOOL,ITHACA CITY SCHOOLS-Attn: Judy Hoffman,Public School,1,100,100,100,100,100,100,99.69,NA,NA,99
12-31-2024,36119,Westchester County,660501060008,SAMUAL J PRESTON SCHOOL,HARRISON CENTRAL SCHOOL,Public School,0,99.71,100,100,100,100,100,100,NA,NA,100
12-31-2024,36103,Suffolk County,580212060003,RIDGE ELEM SCHOOL,LONGWOOD CENTRAL SCHOOL,Public School,0,99.86,100,100,100,100,100,99.32,NA,NA,99
12-31-2024,36087,Rockland County,500402226301,YESHIVA NER TORAH,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36059,Nassau County,280215227128,HAFTR ELEMENTARY SCHOOL,0.0,Private School,0,99.79,100,100,100,100,100,100,NA,NA,100
12-31-2024,36117,Wayne County,650101166204,ROSE VALLEY MENNONITE SCHOOL,0.0,Private School,0,96.3,96,96,96,95,96,100,100,100,96
12-31-2024,36045,Jefferson County,221001040000,SACKETS HARBOR CENTRAL SCHOOL - District,SACKETS HARBOR CENTRAL SCHOOL,School District,0,99.5,100,100,100,100,100,99.5,100,99,99
12-31-2024,36059,Nassau County,280406030003,MUNSEY PARK ELEM SCHOOL,MANHASSET UNION FREE SCHOOL,Public School,0,100,100,100,100,99,100,100,91,NA,96
12-31-2024,36103,Suffolk County,580201060010,ROBERT CUSHMAN MURPHY J H S,THREE VILLAGE CENTRAL SCHOOL,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36119,Westchester County,660102060004,POUND RIDGE ELEM SCHOOL,BEDFORD CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36063,Niagara County,400400010005,GEORGE SOUTHARD ELEM SCHOOL,LOCKPORT CITY SCHOOLS,Public School,0,99.16,99,99,99,99,99,99.44,NA,NA,99
12-31-2024,36061,New York County,310600226845,YESHIVA RABBI S R HIRSCH,0.0,Private School,0,93.75,94,94,94,99,93,93.75,85,80,91
12-31-2024,36065,Oneida County,412201061116,PLEASANT VIEW SCHOOL,0.0,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2024,36103,Suffolk County,581010020000,GREENPORT UNION FREE SCHOOL,GREENPORT UNION FREE SCHOOL,School District,0,99.4,99,99,99,99,99,99.25,99,97,96
12-31-2024,36119,Westchester County,661904030008,PORT CHESTER S H S,PORT CHESTER-RYE U F S,Public School,0,97.92,100,100,100,NA,98,99.56,100,100,97
12-31-2024,36039,Greene County,190301040001,CAIRO-DURHAM ELEMENTARY SCHOOL,CAIRO-DURHAM CENTRAL SCHOOL,Public School,0,99.79,100,100,100,99,100,99.59,NA,NA,99
12-31-2024,36059,Nassau County,280403030000,ROSLYN UNION FREE SCHOOL,ROSLYN UNION FREE SCHOOL,School District,0,99.76,100,100,100,100,100,99.64,100,100,99
12-31-2024,36025,Delaware County,122000000001,BOVINA CENTER MONTESSORI SCHOOL,0.0,Private School,3,97.37,95,95,95,97,97,97.37,100,100,95
12-31-2024,36055,Monroe County,260801225023,DERECH HATORAH OF ROCHESTER,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36061,New York County,310200145268,EPIPHANY SCHOOL,0.0,Private School,0,99.53,100,100,100,95,99,99.53,83,85,92
12-31-2024,36059,Nassau County,580402060003,WEST SIDE SCHOOL,COLD SPRING HARBOR CENTRAL SCH,Public School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2024,36071,Orange County,441600010000,NEWBURGH ENLARGED CITY SCHOOL DISTRICT,NEWBURGH ENLARGED CITY SCHOOL,School District,0,99.18,99,99,99,99,99,98.68,99,99,98
12-31-2024,36059,Nassau County,280501997105,GREEN VALE SCHOOL (THE),0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36029,Erie County,141301060007,ELMA PRIMARY,IROQUOIS CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36059,Nassau County,280223030006,WANTAGH MIDDLE SCHOOL,WANTAGH UNION FREE SCHOOL,Public School,0,100,100,100,100,98,100,100,99,100,99
12-31-2024,36047,Kings County,331900126088,SALVE REGINA CATHOLIC ACADEMY,0.0,Private School,0,100,100,100,100,97,100,100,95,98,97
12-31-2024,36103,Suffolk County,580507060003,JOHN PEARL ELEM SCHOOL,CONNETQUOT CENT SCH OF ISLIP,Public School,0,99.2,100,100,100,99,100,100,NA,NA,99
12-31-2024,36047,Kings County,332000227132,HEBREW ACAD-SPECIAL CHILDREN,0.0,Private School,0,100,98,98,98,98,100,100,NA,NA,96
12-31-2024,36119,Westchester County,660402020002,MAIN STREET SCHOOL,IRVINGTON UNION FREE SCHOOL,Public School,0,99.63,100,100,100,100,100,99.63,NA,NA,99
12-31-2024,36001,Albany County,10402060008,RAVENA MS,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL,Public School,0,99.75,100,100,100,NA,100,99.75,100,100,100
12-31-2024,36075,Oswego County,512404240019,Rocky Hill,0.0,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2024,36003,Allegany County,22902040001,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,BOLIVAR-RICHBURG CENTRAL SCHOOL,Public School,0,99.33999999999999,100,100,100,99,100,99.67,NA,NA,98
12-31-2024,36003,Allegany County,21102040000,CANASERAGA CENTRAL SCHOOL DISTRICT,CANASERAGA CENTRAL SCHOOL,School District,0,99.53999999999999,100,100,100,100,100,100,100,100,100
12-31-2024,36013,Chautauqua County,60800808602,CENTRAL CHRISTIAN ACADEMY SCHOOL,0.0,Private School,1,100,99,99,99,100,99,98.8,100,100,99
12-31-2024,36051,Livingston County,241101040003,KESHEQUA HIGH SCHOOL,KESHEQUA CENTRAL SCHOOL,Public School,1,100,100,100,100,NA,100,100,100,99,99
12-31-2024,36063,Niagara County,401001060000,STARPOINT CENTRAL SCHOOL,STARPOINT CENTRAL SCHOOL,School District,0,99.76,100,100,100,100,100,99.92999999999999,100,100,100
12-31-2024,36027,Dutchess County,131601060010,JOSEPH DAQUANNI WEST RD INTERMEDIATE SCHOOL,ARLINGTON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36059,Nassau County,280204020003,NEWBRIDGE ROAD SCHOOL,NORTH BELLMORE U F S,Public School,0,99.69,100,100,100,100,100,100,100,NA,99
12-31-2024,36029,Erie County,142601030020,THOMAS A EDISON ELEM SCHOOL,KENMORE-TONAWANDA UFSD,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36065,Oneida County,412801040000,WESTMORELAND CENTRAL SCHOOL,WESTMORELAND CENTRAL SCHOOL,School District,0,99.88,100,100,100,99,100,99.88,99,98,98
12-31-2024,36059,Nassau County,280224020004,WILLIAM L BUCK SCHOOL,VALLEY STR HEMP24 U F S,Public School,0,99.7,100,100,100,99,99,99.7,93,NA,98
12-31-2024,36103,Suffolk County,580504030001,CHERRY AVENUE ELEM SCHOOL,SAYVILLE UNION FREE SCHOOL,Public School,0,99.46000000000001,100,100,100,100,100,99.72999999999999,NA,NA,99
12-31-2024,36087,Rockland County,500402226341,CHEDER CHABAD OF MONSEY - GIRLS,0.0,Private School,0,99.00999999999999,100,100,100,96,99,98.68,93,97,95
12-31-2024,36013,Chautauqua County,62201060000,FREDONIA CENTRAL SCHOOL DISTRICT,FREDONIA CENTRAL SCHOOL,School District,0,98.04,98,98,98,98,98,97.7,96,96,97
12-31-2024,36081,Queens County,342500125930,HOLY CROSS H S,0.0,Private School,0,92.54,94,94,94,NA,94,94.12,94,82,77
12-31-2024,36031,Essex County,151501060000,TICONDEROGA CENTRAL SCHOOL,TICONDEROGA CENTRAL SCHOOL,School District,0,99.86,100,100,100,100,100,99.59,100,100,99
12-31-2024,36103,Suffolk County,580203020000,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL,School District,0,99.42,100,100,100,99,99,99.27,100,100,99
12-31-2024,36091,Saratoga County,521301060006,WOOD ROAD INTERMEDIATE SCHOOL,BALLSTON SPA CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,84
12-31-2024,36081,Queens County,343000125936,ST JOAN OF ARC SCHOOL,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36119,Westchester County,660101996492,HARVEY SCHOOL (THE),0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36123,Yates County,680601658002,CHUBB HOLLOW MENNONITE SCHOOL,0.0,Private School,0,60,68,68,72,53,64,68,67,83,56.00000000000001
12-31-2024,36123,Yates County,680801040000,DUNDEE CENTRAL SCHOOL,DUNDEE CENTRAL SCHOOL,School District,0,99.83,100,100,100,100,100,100,100,100,100
12-31-2024,36071,Orange County,441600010018,NEWBURGH FREE ACADEMY  - WEST,NEWBURGH ENLARGED CITY SCHOOL,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36013,Chautauqua County,60401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,CASSADAGA VALLEY CENTRAL SCHOOL,School District,0,99.63,100,100,100,100,100,99.63,100,100,99
12-31-2024,36119,Westchester County,660301030003,GREENVALE SCHOOL,EASTCHESTER UNION FREE SCHOOL,Public School,0,99.79,100,100,100,100,100,99.79,NA,NA,100
12-31-2024,36059,Nassau County,280204020007,MARTIN AVE ELEMENTARY SCHOOL,NORTH BELLMORE U F S,Public School,0,100,100,100,100,99,100,100,100,NA,86
12-31-2024,36103,Suffolk County,580405060000,HALF HOLLOW HILLS CENTRAL SCH,HALF HOLLOW HILLS CENTRAL SCH,School District,0,99.85000000000001,100,100,100,100,100,99.69,100,100,99
12-31-2024,36019,Clinton County,91402060007,SARANAC JHS (no lead reporting),SARANAC CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36009,Cattaraugus County,43001658930,FLAT IRON SCHOOL,0.0,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2024,36001,Albany County,10306115761,ST THOMAS THE APOSTLE SCHOOL,0.0,Private School,1,98.96000000000001,99,99,99,99,100,99.48,100,100,99
12-31-2024,36011,Cayuga County,51301040000,MORAVIA CENTRAL SCHOOL DISTRICT,MORAVIA CENTRAL SCHOOL,School District,0,99.89,100,100,100,100,100,100,100,100,100
12-31-2024,36079,Putnam County,480503040002,PUTNAM VALLEY MS,PUTNAM VALLEY CENTRAL SCHOOL,Public School,0,99.77000000000001,100,100,100,99,100,99.53999999999999,99,99,98
12-31-2024,36061,New York County,310100145336,LA SALLE ACADEMY,0.0,Private School,0,95.24000000000001,97,97,97,NA,97,95.77,95,96,92
12-31-2024,36101,Steuben County,570101040001,TUSCARORA ELEM SCHOOL,ADDISON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.81,NA,NA,100
12-31-2024,36029,Erie County,140707030004,DEPEW MS,DEPEW UNION FREE SCHOOL,Public School,0,99.76,100,100,100,100,100,100,100,100,100
12-31-2024,36119,Westchester County,661800010005,RYE MIDDLE SCHOOL,RYE CITY SCHOOL,Public School,0,99.7,100,100,100,100,100,99.7,100,100,67
12-31-2024,36059,Nassau County,280523526653,VARIETY CHILD LEARNING CENTER - LEVITTOWN,0.0,Private School,1,100,96,96,96,100,100,96.3,NA,NA,99
12-31-2024,36017,Chenango County,82001040003,SHERBURNE EARLVILLE JHS,SHERBURNE EARLVILLE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,99
12-31-2024,36059,Nassau County,280215030004,LAWRENCE EARLY CHILDHOOD CENTER AT #4 SCHOOL,LAWRENCE UNION FREE SCHOOL,Public School,0,97.11999999999999,96,96,96,97,100,94.96,NA,NA,95
12-31-2024,36045,Jefferson County,220301060008,INDIAN RIVER MIDDLE SCHOOL,INDIAN RIVER CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36103,Suffolk County,580105808967,COPIAGUE CHRISTIAN ACADEMY,0.0,Private School,0,93.33,97,97,97,93,90,93.33,NA,NA,83
12-31-2024,36119,Westchester County,661601030004,SIWANOY SCHOOL,PELHAM UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36007,Broome County,30601060001,BROOKSIDE ES,SUSQUEHANNA VALLEY CENTRAL SCHOOL,Public School,2,99.22999999999999,99,99,99,99,99,98.72,NA,NA,98
12-31-2024,36059,Nassau County,280209030007,FREEPORT H S,FREEPORT UNION FREE SCHOOL,Public School,0,98.88,100,100,100,NA,99,99.48,99,97,91
12-31-2024,36047,Kings County,332100226336,MESIVTA VERETZKY,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36103,Suffolk County,580205060014,MERRIMAC SCHOOL,SACHEM CENT SCH AT HOLBROOK,Public School,0,99.53,99,99,99,99,100,99.3,NA,NA,99
12-31-2024,36087,Rockland County,500402229623,CONGREGATION BAIS MALKA,0.0,Private School,0,98.13,98,98,98,94,97,97.55,98,95,92
12-31-2024,36103,Suffolk County,580205060013,CAYUGA SCHOOL,SACHEM CENT SCH AT HOLBROOK,Public School,0,100,100,100,100,100,100,99.42999999999999,NA,NA,99
12-31-2024,36059,Nassau County,280225809777,GRACE CHRISTIAN ACAD,0.0,Private School,0,98.57000000000001,99,99,99,100,99,98.57000000000001,97,97,99
12-31-2024,36045,Jefferson County,222201060000,CARTHAGE CENTRAL SCHOOL,CARTHAGE CENTRAL SCHOOL,School District,0,99.58,100,100,100,100,100,99.55000000000001,100,100,99
12-31-2024,36029,Erie County,141604060006,PINEHURST ES,FRONTIER CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36069,Ontario County,4.31301e+11,WAYNE-FINGER LAKES BOCES - MIDLAKES EDUCATION CENTER,0.0,BOCES School,0,100,100,100,100,100,100,100,100,97,97
12-31-2024,36047,Kings County,332100229088,MAGEN DAVID YESHIVAH H.S.,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36067,Onondaga County,420901060004,L PEARL PALMER ELEM SCHOOL,BALDWINSVILLE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36075,Oswego County,461300185528,TRINITY CATHOLIC SCHOOL,0.0,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2024,36019,Clinton County,90201040000,AUSABLE VALLEY CENTRAL SCHOOL,AUSABLE VALLEY CENTRAL SCHOOL,School District,0,99.82,100,100,100,100,100,99.65,99,100,99
12-31-2024,36029,Erie County,140600010132,PS 197 MATH SCIENCE TECHNOLOGY PREP SCHOOL,BUFFALO CITY SCHOOLS,Public School,0,99.56,99,99,99,NA,99,97.6,99,99,98
12-31-2024,36119,Westchester County,662300010000,YONKERS CITY SCHOOLS,YONKERS CITY SCHOOLS,School District,0,98.65,99,99,99,95,99,98.29,92,97,93
12-31-2024,36059,Nassau County,280403030007,HARBOR HILL SCHOOL,ROSLYN UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36039,Greene County,190901999257,PLATTE CLOVE SCHOOL,0.0,Private School,2,94.74000000000001,95,95,95,90,98,94.74000000000001,82,100,89
12-31-2024,36047,Kings County,332100227684,YESHIVA OF FLATBUSH ELEM SCH,0.0,Private School,0,99.92999999999999,100,100,100,100,100,100,100,100,100
12-31-2024,36119,Westchester County,661601030000,PELHAM UNION FREE SCHOOL,PELHAM UNION FREE SCHOOL,School District,1,99.92999999999999,100,100,100,100,100,98.83999999999999,100,100,99
12-31-2024,36119,Westchester County,661201060000,BYRAM HILLS CENTRAL SCHOOL,BYRAM HILLS CENTRAL SCHOOL,School District,0,99.97,100,100,100,100,100,100,100,100,100
12-31-2024,36031,Essex County,151401040001,SCHROON LAKE CENTRAL SCHOOL,SCHROON LAKE CENTRAL SCHOOL,Public School,0,100,100,100,100,99,100,100,99,100,100
12-31-2024,36065,Oneida County,411504020000,NEW YORK MILLS U F S,NEW YORK MILLS U F S,School District,0,100,100,100,100,99,100,99.83,98,99,98
12-31-2024,36093,Schenectady County,530600010008,MARTIN LUTHER KING SCHOOL,SCHENECTADY CITY SCHOOLS,Public School,0,98.76,99,99,99,99,99,99.00999999999999,NA,NA,98
12-31-2024,36113,Warren County,630801040000,HADLEY LUZERNE CENTRAL SCHOOL,HADLEY LUZERNE CENTRAL SCHOOL,School District,0,99.53,99,99,99,100,100,99.53,100,99,99
12-31-2024,36115,Washington County,640502040000,FORT ANN CENTRAL SCHOOL,FORT ANN CENTRAL SCHOOL,School District,1,99.78,100,100,100,99,100,100,99,98,99
12-31-2024,36113,Warren County,631201040002,WARRENSBURG ELEM SCHOOL,WARRENSBURG CENTRAL SCHOOL,Public School,1,99.42,99,99,99,98,100,98.83999999999999,90,NA,97
12-31-2024,36027,Dutchess County,132101060000,WAPPINGERS CENTRAL SCHOOL,WAPPINGERS CENTRAL SCHOOL,School District,0,99.03999999999999,99,99,99,99,99,98.88,99,99,97
12-31-2024,36119,Westchester County,660701030000,MAMARONECK UNION FREE SCHOOL,MAMARONECK UNION FREE SCHOOL,School District,0,99.88,100,100,100,100,100,99.79,100,100,100
12-31-2024,36059,Nassau County,280502060003,BERRY HILL SCHOOL,SYOSSET CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36039,Greene County,190401060008,CATSKILL ELEMENTARY SCHOOL,CATSKILL CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.66000000000001,NA,NA,100
12-31-2024,36039,Greene County,190401060007,CATSKILL J H S,CATSKILL CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36103,Suffolk County,580207020000,MOUNT SINAI UNION FREE SCHOOL,MOUNT SINAI UNION FREE SCHOOL,School District,0,99.76,100,100,100,100,100,99.81,100,100,99
12-31-2024,36029,Erie County,140600010017,PS 17 EARLY CHILDHOOD CENTER,BUFFALO CITY SCHOOLS,Public School,0,100,100,100,100,100,100,100,NA,NA,98
12-31-2024,36087,Rockland County,500101060022,FELIX FESTA DETERMINATION MIDDLE SCHOOL,CLARKSTOWN CENTRAL SCHOOL,Public School,0,100,100,100,100,NA,100,99.52,100,100,99
12-31-2024,36065,Oneida County,411501060006,PERRY J H S,NEW HARTFORD CENTRAL SCHOOL,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36015,Chemung County,70902060006,COHEN ELEMENTARY SCHOOL,ELMIRA HEIGHTS CENTRAL SCHOOL,Public School,0,98.35000000000001,99,99,99,98,99,98.14,NA,NA,97
12-31-2024,36081,Queens County,342500998962,LOWELL SCHOOL (THE),0.0,Private School,1,98.91,99,99,99,100,99,98.91,99,97,98
12-31-2024,36119,Westchester County,660900010001,COLUMBUS SCHOOL,MOUNT VERNON CITY SCHOOLS,Public School,0,99.74,100,100,100,98,100,98.96000000000001,92,90,95
12-31-2024,36081,Queens County,342800125960,ST NICHOLAS-TOLENTINE SCHOOL,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36027,Dutchess County,131500858427,TABERNACLE CHRISTIAN ACADEMY,0.0,Private School,0,93.81,93,93,93,91,92,93.81,96,93,88
12-31-2024,36047,Kings County,331800226147,YESHIVA EISEK HATORAH DRACHMISTRIVKA,0.0,Private School,0,98.50999999999999,98,98,98,NA,99,82.84,95,87,78
12-31-2024,36001,Albany County,10100115671,MATER CHRISTI SCHOOL,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36049,Lewis County,230201040001,COPENHAGEN CENTRAS SCHOOL,COPENHAGEN CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36119,Westchester County,662300010008,PATRICIA DICHIARO,YONKERS CITY SCHOOLS,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36029,Erie County,140600861134,PERSISTENCE PREP ACADEMY CHARTER SCH,0.0,Public School,0,95.04,95,95,95,95,96,95.3,83,NA,93
12-31-2024,36007,Broome County,30601060005,RICHARD T. STANK MS AT SUSQUEHANNA VALLEY,SUSQUEHANNA VALLEY CENTRAL SCHOOL,Public School,0,100,100,100,100,99,100,100,100,100,100
12-31-2024,36021,Columbia County,101001040000,CHATHAM CENTRAL SCHOOL DISTRICT,CHATHAM CENTRAL SCHOOL,School District,0,99.78,100,100,100,99,100,99.78,99,100,99
12-31-2024,36027,Dutchess County,131701060004,LINDEN AVENUE MIDDLE SCHOOL,RED HOOK CENTRAL SCHOOL,Public School,0,99.74,100,100,100,100,100,100,100,100,99
12-31-2024,36103,Suffolk County,580205060018,TAMARAC ELEM SCHOOL,SACHEM CENT SCH AT HOLBROOK,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36001,Albany County,10100860892,HENRY JOHNSON CHARTER SCHOOL,0.0,Private School,0,95.38,95,95,95,96,98,94.8,NA,NA,6
12-31-2024,36029,Erie County,141800010005,LACKAWANNA MIDDLE SCHOOL,LACKAWANNA CITY SCHOOLS,Public School,0,98.88,99,99,99,100,98,98.65,100,99,98
12-31-2024,36079,Putnam County,480102060007,GEORGE FISHER MIDDLE SCHOOL,CARMEL CENTRAL SCHOOL,Public School,0,99.91,100,100,100,96,100,100,97,99,97
12-31-2024,36029,Erie County,140600860851,BUFFALO UNITED CHARTER SCHOOL,0.0,Private School,0,100,100,100,100,NA,100,100,NA,100,100
12-31-2024,36059,Nassau County,280504060001,PASADENA ELEMENTARY SCHOOL,PLAINVIEW-OLD BETHPAGE CENT-SCH,Public School,0,99.78,100,100,100,100,100,99.55000000000001,NA,NA,100
12-31-2024,36029,Erie County,141901137240,OUR LADY OF BLESSED SACRAMENT,0.0,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36077,Otsego County,470801040001,LAURENS CENTRAL SCHOOL,LAURENS CENTRAL SCHOOL,Public School,1,99.35000000000001,100,99,100,98,100,99.35000000000001,98,100,99
12-31-2024,36091,Saratoga County,521301060001,BALLSTON SPA S H S,BALLSTON SPA CENTRAL SCHOOL,Public School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36059,Nassau County,280215229602,DAVIS RENOV STAHLER YESHIVA H.S. FOR BOYS,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36029,Erie County,140801136238,NATIVITY OF B V M SCHOOL,0.0,Private School,0,100,100,100,100,100,100,99.35000000000001,100,100,99
12-31-2024,36005,Bronx County,321000226424,SALANTER AKIBA RIVERDALE SCHOOL,0.0,Private School,0,99.49,99,99,99,99,99,99.18,100,99,98
12-31-2024,36119,Westchester County,661800999826,WESTFIELD DAY SCHOOL (THE),0.0,Private School,5,100,95,95,95,NA,95,95.24000000000001,95,95,95
12-31-2024,36115,Washington County,640701040002,MARY J TANNER ELEM SCHOOL,GRANVILLE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36031,Essex County,150601040001,KEENE CENTRAL SCHOOL,KEENE CENTRAL SCHOOL,Public School,1,99.41,100,100,100,98,98,99.41,100,99,96
12-31-2024,36083,Rensselaer County,490601060002,KNICKBACKER MIDDLE SCHOOL,LANSINGBURGH CENT SCH AT TROY,Public School,0,100,100,100,100,97,100,100,99,100,99
12-31-2024,36075,Oswego County,461901040003,SANDY CREEK MS,SANDY CREEK CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36115,Washington County,640502040001,FORT ANN ELEM/MIDDLE/HIGH SCHOOL,FORT ANN CENTRAL SCHOOL,Public School,1,99.78,100,100,100,100,100,100,99,98,99
12-31-2024,36081,Queens County,343000125953,MONSIGNOR MCCLANCY MEMORIAL H S,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36007,Broome County,30200227054,HILLEL ACADEMY,0.0,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2024,36061,New York County,310200147087,CONVENT-SACRED HEART SCH,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36103,Suffolk County,580506030008,FOREST BROOK KNDG CTR,HAUPPAUGE UNION FREE SCHOOLS,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36103,Suffolk County,580208020003,MILLER PLACE H S,MILLER PLACE UNION FREE SCHOOL,Public School,0,100,100,100,100,NA,100,99.88,100,100,100
12-31-2024,36059,Nassau County,280205030016,GEN DOUGLAS MACARTHUR S H S,LEVITTOWN UNION FREE SCHOOL,Public School,0,99.92,100,100,100,NA,100,99.92,100,100,100
12-31-2024,36047,Kings County,331500229996,YESHIVA BETH JOSEPH ZVI DUSHINSKY,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2024,36087,Rockland County,500402226293,CONGREGATION BEER BAIS YAAKOV,0.0,Private School,3,98.96000000000001,99,99,99,NA,99,97.92999999999999,98,98,96
12-31-2024,36021,Columbia County,101601040002,WALTER B HOWARD ES,NEW LEBANON CENTRAL SCHOOL,Public School,0,99.1,100,100,100,99,99,100,100,NA,98
