OBJECTID,County,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment,Year
60244,BACA,Child Care/Preschool,Varicella,Medical Exemption,0,62,2024/2025
60245,BACA,School,Tdap,Fully Immunized,89.5,294,2024/2025
60246,BACA,School,DTaP,Medical Exemption,0,528,2025/2026
60247,BENT,Kindergarten,Varicella,Incomplete Record,0,32,2017/2018
60248,BENT,Child Care/Preschool,Hib,Medical Exemption,0,95,2018/2019
60249,BENT,Child Care/Preschool,Polio,Nonmedical Exemption,1.1,95,2018/2019
60250,BENT,Kindergarten,Varicella,Incomplete Record,0,50,2018/2019
60251,BENT,School,MMR,Nonmedical Exemption,1.5,937,2018/2019
60252,BENT,School,Varicella,Medical Exemption,0.2,937,2018/2019
60253,BENT,Kindergarten,MMR,Medical Exemption,0,49,2019/2020
60254,BENT,School,Tdap,No Record,0,135,2021/2022
60255,BENT,Kindergarten,Varicella,In Process,0,56,2022/2023
60256,BENT,School,Varicella,Medical Exemption,0,673,2022/2023
60257,BENT,Child Care/Preschool,Varicella,In Process,0,47,2023/2024
60258,BENT,Child Care/Preschool,HepB,Fully Immunized,91.4,35,2024/2025
60259,BENT,Child Care/Preschool,PCV,No Record,0,89,2025/2026
60260,BENT,School,DTaP,In Process,0,619,2025/2026
60261,BOULDER,School,Polio,Incomplete Record,3.4,63263,2017/2018
60262,BOULDER,School,Polio,No Record,1.5,47180,2018/2019
60263,BOULDER,Child Care/Preschool,,Summary Compliant,95.3,7004,2019/2020
60264,BOULDER,Kindergarten,Varicella,Incomplete Record,1.4,4249,2019/2020
60265,BOULDER,Child Care/Preschool,HepB,Medical Exemption,0.2,5043,2020/2021
60266,BOULDER,Child Care/Preschool,,Summary Compliant,96.2,6003,2021/2022
60267,BOULDER,Child Care/Preschool,Varicella,Fully Immunized,93.8,6003,2021/2022
60268,BOULDER,School,Varicella,In Process,0,58490,2021/2022
60269,BOULDER,Child Care/Preschool,HepB,Nonmedical Exemption,3.3,6128,2022/2023
60270,BOULDER,School,Varicella,Nonmedical Exemption,3.6,59401,2022/2023
60271,BOULDER,Child Care/Preschool,MMR,No Record,0.4,5568,2023/2024
60272,BOULDER,Child Care/Preschool,Varicella,Incomplete Record,0.4,5880,2024/2025
60273,BOULDER,School,MMR,No Record,0.7,58607,2024/2025
60274,BOULDER,Child Care/Preschool,DTaP,Nonmedical Exemption,2.8,5903,2025/2026
60275,BOULDER,Kindergarten,DTaP,Medical Exemption,0.2,3848,2025/2026
60276,BOULDER,Kindergarten,Polio,In Process,0.3,3848,2025/2026
60277,BOULDER,School,HepB,No Record,0.5,57925,2025/2026
60278,BOULDER,School,Polio,Medical Exemption,0.2,57925,2025/2026
60279,BROOMFIELD,Child Care/Preschool,Hib,Fully Immunized,94.7,2051,2017/2018
60280,BROOMFIELD,Kindergarten,Varicella,No Record,0,185,2017/2018
60281,BROOMFIELD,School,Tdap,Incomplete Record,0.1,868,2017/2018
60282,BROOMFIELD,Child Care/Preschool,DTaP,Nonmedical Exemption,1.7,1503,2018/2019
60283,BROOMFIELD,Child Care/Preschool,MMR,In Process,0.4,1503,2018/2019
60284,BROOMFIELD,Child Care/Preschool,MMR,Incomplete Record,0.2,1503,2018/2019
60285,BROOMFIELD,Child Care/Preschool,Polio,In Process,0.9,1503,2018/2019
60286,BROOMFIELD,Child Care/Preschool,Hib,Medical Exemption,0,1660,2019/2020
60287,BROOMFIELD,Child Care/Preschool,Varicella,Incomplete Record,0.4,1660,2019/2020
60288,BROOMFIELD,Kindergarten,MMR,No Record,0,212,2019/2020
60289,BROOMFIELD,Kindergarten,Polio,In Process,0.5,212,2019/2020
60290,BROOMFIELD,School,HepB,Medical Exemption,0.2,2205,2019/2020
60291,BROOMFIELD,Child Care/Preschool,,Summary Compliant,99.2,1653,2020/2021
60292,BROOMFIELD,School,HepB,Incomplete Record,0.2,2300,2020/2021
60293,BROOMFIELD,Child Care/Preschool,PCV,No Record,0.2,1710,2021/2022
60294,BROOMFIELD,Kindergarten,MMR,Nonmedical Exemption,2,199,2021/2022
60295,BROOMFIELD,Kindergarten,Polio,In Process,0,199,2021/2022
60296,BROOMFIELD,School,,Summary Compliant,98.5,2306,2021/2022
60297,BROOMFIELD,School,MMR,No Record,0,2306,2021/2022
60298,BROOMFIELD,Child Care/Preschool,Varicella,No Record,0.1,1828,2022/2023
60299,BROOMFIELD,School,DTaP,Incomplete Record,0.3,2248,2022/2023
60300,BROOMFIELD,School,DTaP,Fully Immunized,95.8,2300,2023/2024
60301,BROOMFIELD,School,HepB,In Process,0.1,2300,2023/2024
60302,BROOMFIELD,School,MMR,Incomplete Record,0.3,2300,2023/2024
60303,BROOMFIELD,School,DTaP,Fully Immunized,96.1,2247,2024/2025
60304,CHAFFEE,Child Care/Preschool,Varicella,No Record,1.7,351,2017/2018
60305,CHAFFEE,School,Tdap,Medical Exemption,0.2,1274,2017/2018
60306,CHAFFEE,Child Care/Preschool,DTaP,Medical Exemption,0.3,343,2018/2019
60307,CHAFFEE,Child Care/Preschool,HepB,Fully Immunized,84,343,2018/2019
60308,CHAFFEE,Child Care/Preschool,HepB,Incomplete Record,6.4,343,2018/2019
60309,CHAFFEE,Child Care/Preschool,PCV,Nonmedical Exemption,6.7,343,2018/2019
60310,CHAFFEE,Kindergarten,HepB,Nonmedical Exemption,3.8,157,2018/2019
60311,CHAFFEE,Child Care/Preschool,Varicella,Medical Exemption,0,390,2019/2020
60312,CHAFFEE,Kindergarten,MMR,Fully Immunized,86.2,181,2019/2020
60313,CHAFFEE,Kindergarten,Varicella,Nonmedical Exemption,9,156,2020/2021
60314,CHAFFEE,School,Varicella,Fully Immunized,88.6,2147,2020/2021
60315,CHAFFEE,Child Care/Preschool,DTaP,Fully Immunized,89.8,382,2022/2023
60316,CHAFFEE,Kindergarten,DTaP,Fully Immunized,88.5,191,2022/2023
60317,CHAFFEE,Kindergarten,Polio,Fully Immunized,86.9,191,2022/2023
60318,CHAFFEE,School,Tdap,Nonmedical Exemption,5.2,1286,2022/2023
60319,CHAFFEE,Kindergarten,HepB,Nonmedical Exemption,10.4,96,2023/2024
60320,CHAFFEE,Child Care/Preschool,Hib,Incomplete Record,8.8,388,2024/2025
60321,CHAFFEE,Child Care/Preschool,PCV,Nonmedical Exemption,5.9,388,2024/2025
60322,CHAFFEE,School,HepB,In Process,0.1,1995,2024/2025
60323,CHAFFEE,Kindergarten,HepB,In Process,0,152,2025/2026
60324,CHEYENNE,Child Care/Preschool,HepB,No Record,0,15,2017/2018
60325,CHEYENNE,Child Care/Preschool,Hib,No Record,0,15,2017/2018
60326,CHEYENNE,Kindergarten,MMR,Fully Immunized,90.3,31,2017/2018
60327,CHEYENNE,School,Tdap,Nonmedical Exemption,9.5,137,2017/2018
60328,CHEYENNE,Child Care/Preschool,Hib,No Record,0,17,2018/2019
60329,CHEYENNE,Kindergarten,Polio,Nonmedical Exemption,7.7,26,2018/2019
60330,CHEYENNE,Child Care/Preschool,Varicella,Incomplete Record,0,15,2020/2021
60331,CHEYENNE,Child Care/Preschool,Varicella,Nonmedical Exemption,6.7,15,2020/2021
60332,CHEYENNE,School,MMR,No Record,0,256,2020/2021
60333,CHEYENNE,Child Care/Preschool,HepB,Medical Exemption,0,19,2021/2022
60334,CHEYENNE,Kindergarten,HepB,Fully Immunized,93.8,16,2021/2022
60335,CHEYENNE,Kindergarten,MMR,Medical Exemption,0,17,2022/2023
60336,CHEYENNE,Kindergarten,Varicella,Medical Exemption,0,17,2022/2023
60337,CHEYENNE,Kindergarten,DTaP,Incomplete Record,0,13,2023/2024
60338,CHEYENNE,Kindergarten,HepB,Nonmedical Exemption,7.7,13,2023/2024
60339,CHEYENNE,School,DTaP,No Record,0,266,2023/2024
60340,CHEYENNE,School,MMR,In Process,0,266,2023/2024
60341,CHEYENNE,Child Care/Preschool,HepB,No Record,0,11,2024/2025
60342,CHEYENNE,Child Care/Preschool,PCV,Fully Immunized,100,11,2024/2025
60343,CHEYENNE,Kindergarten,,Summary Compliant,100,11,2024/2025
60344,CHEYENNE,Kindergarten,DTaP,No Record,0,11,2024/2025
60345,CHEYENNE,School,Varicella,Incomplete Record,0.4,254,2024/2025
60346,CHEYENNE,School,Varicella,Medical Exemption,0.4,254,2024/2025
60347,CHEYENNE,Kindergarten,MMR,Incomplete Record,0,22,2025/2026
60348,CHEYENNE,Kindergarten,Polio,Nonmedical Exemption,0,22,2025/2026
60349,CLEAR CREEK,Child Care/Preschool,DTaP,In Process,0,99,2017/2018
60350,CLEAR CREEK,Child Care/Preschool,PCV,In Process,0,99,2017/2018
60351,CLEAR CREEK,Kindergarten,DTaP,Nonmedical Exemption,9.1,55,2017/2018
60352,CLEAR CREEK,Kindergarten,MMR,In Process,0,55,2017/2018
60353,CLEAR CREEK,Child Care/Preschool,Varicella,Nonmedical Exemption,5.6,71,2018/2019
60354,CLEAR CREEK,Kindergarten,MMR,Fully Immunized,87.3,55,2018/2019
60355,CLEAR CREEK,Child Care/Preschool,Hib,In Process,0,60,2019/2020
60356,CLEAR CREEK,Child Care/Preschool,PCV,Fully Immunized,91.7,60,2019/2020
60357,CLEAR CREEK,School,Tdap,Incomplete Record,0.3,382,2019/2020
60358,CLEAR CREEK,Kindergarten,Polio,Medical Exemption,0,38,2020/2021
60359,CLEAR CREEK,School,Tdap,Medical Exemption,0.5,381,2020/2021
60360,CLEAR CREEK,Kindergarten,MMR,No Record,5.7,53,2021/2022
60361,CLEAR CREEK,School,MMR,Medical Exemption,0.5,638,2021/2022
60362,CLEAR CREEK,School,Polio,Fully Immunized,94,638,2021/2022
60363,CLEAR CREEK,School,Varicella,In Process,2.8,638,2021/2022
60364,CLEAR CREEK,Child Care/Preschool,Varicella,Incomplete Record,0,97,2022/2023
60365,CLEAR CREEK,Kindergarten,HepB,In Process,0,39,2022/2023
60366,CLEAR CREEK,School,MMR,Fully Immunized,94,532,2022/2023
60367,CLEAR CREEK,School,Polio,Incomplete Record,0,532,2022/2023
60368,CLEAR CREEK,School,Polio,Nonmedical Exemption,3.6,532,2022/2023
60369,CLEAR CREEK,Kindergarten,MMR,In Process,6.4,47,2023/2024
60370,CLEAR CREEK,Child Care/Preschool,Polio,Fully Immunized,89.3,75,2024/2025
60371,CLEAR CREEK,Kindergarten,HepB,Medical Exemption,0,49,2024/2025
60372,CLEAR CREEK,School,Tdap,Incomplete Record,2.8,322,2024/2025
60373,CLEAR CREEK,School,Varicella,Nonmedical Exemption,4.8,603,2024/2025
60374,CLEAR CREEK,Kindergarten,DTaP,Incomplete Record,9.4,32,2025/2026
60375,CLEAR CREEK,School,Polio,In Process,1.6,559,2025/2026
60376,CONEJOS,Child Care/Preschool,PCV,Nonmedical Exemption,1.4,146,2017/2018
60377,CONEJOS,Child Care/Preschool,HepB,Medical Exemption,0,151,2018/2019
60378,CONEJOS,Child Care/Preschool,Polio,No Record,0,151,2018/2019
60379,CONEJOS,Kindergarten,Varicella,Medical Exemption,0,118,2018/2019
60380,CONEJOS,Child Care/Preschool,PCV,No Record,0,85,2020/2021
60381,CONEJOS,Child Care/Preschool,Varicella,Fully Immunized,97.6,85,2020/2021
60382,CONEJOS,Kindergarten,DTaP,Incomplete Record,5,101,2020/2021
60383,CONEJOS,School,Polio,In Process,3.6,1305,2020/2021
60384,CONEJOS,Kindergarten,DTaP,In Process,5.7,87,2021/2022
60385,CONEJOS,School,Tdap,Incomplete Record,2.1,194,2021/2022
60386,CONEJOS,Child Care/Preschool,Hib,No Record,0,95,2023/2024
60387,CONEJOS,Kindergarten,HepB,Medical Exemption,0,102,2023/2024
60388,CONEJOS,School,DTaP,Incomplete Record,5.6,1487,2023/2024
60389,CONEJOS,School,Polio,Medical Exemption,0,1487,2023/2024
60390,CONEJOS,Child Care/Preschool,HepB,Medical Exemption,0,92,2024/2025
60391,CONEJOS,Child Care/Preschool,MMR,Fully Immunized,98.9,92,2024/2025
60392,CONEJOS,Kindergarten,DTaP,No Record,3.5,85,2024/2025
60393,CONEJOS,Kindergarten,Polio,Nonmedical Exemption,0,85,2024/2025
60394,CONEJOS,Kindergarten,Varicella,Fully Immunized,89.4,85,2024/2025
60395,CONEJOS,School,DTaP,In Process,0.6,1453,2024/2025
60396,CONEJOS,School,Polio,Nonmedical Exemption,2.2,1453,2024/2025
60397,CONEJOS,Kindergarten,MMR,Fully Immunized,90.7,75,2025/2026
60398,CONEJOS,Kindergarten,MMR,Incomplete Record,2.7,75,2025/2026
60399,CONEJOS,Kindergarten,Varicella,In Process,1.3,75,2025/2026
60400,CONEJOS,School,,Summary Compliant,88.7,1383,2025/2026
60401,CONEJOS,School,Tdap,No Record,3.8,810,2025/2026
60402,COSTILLA,School,Varicella,In Process,0,448,2017/2018
60403,COSTILLA,School,Varicella,Medical Exemption,0,448,2017/2018
60404,COSTILLA,Child Care/Preschool,PCV,Medical Exemption,0,56,2018/2019
60405,COSTILLA,Kindergarten,DTaP,No Record,0,33,2018/2019
60406,COSTILLA,Child Care/Preschool,PCV,Incomplete Record,0,25,2019/2020
60407,COSTILLA,Kindergarten,HepB,Fully Immunized,89.5,19,2019/2020
60408,COSTILLA,Kindergarten,Varicella,Nonmedical Exemption,5.3,19,2019/2020
60409,COSTILLA,Kindergarten,Polio,In Process,0,9,2020/2021
60410,COSTILLA,Child Care/Preschool,DTaP,Incomplete Record,8.5,59,2021/2022
60411,COSTILLA,Child Care/Preschool,DTaP,No Record,0,69,2022/2023
60412,COSTILLA,Child Care/Preschool,PCV,Fully Immunized,100,69,2022/2023
60413,COSTILLA,Child Care/Preschool,PCV,Medical Exemption,0,69,2022/2023
60414,COSTILLA,Child Care/Preschool,PCV,No Record,0,69,2022/2023
60415,COSTILLA,Kindergarten,Varicella,No Record,0,40,2023/2024
60416,COSTILLA,School,Varicella,Medical Exemption,0,452,2023/2024
60417,COSTILLA,School,Varicella,Fully Immunized,91.1,438,2024/2025
60418,COSTILLA,Child Care/Preschool,HepB,Nonmedical Exemption,3,66,2025/2026
60419,COSTILLA,Child Care/Preschool,Polio,Incomplete Record,0,66,2025/2026
60420,COSTILLA,Kindergarten,HepB,Medical Exemption,0,29,2025/2026
60421,COSTILLA,Kindergarten,Varicella,No Record,0,29,2025/2026
60422,COSTILLA,School,Polio,Nonmedical Exemption,1.9,418,2025/2026
60423,COSTILLA,School,Tdap,In Process,0.9,231,2025/2026
60424,COSTILLA,School,Varicella,In Process,0,418,2025/2026
60425,CROWLEY,Kindergarten,Varicella,No Record,0,39,2017/2018
60426,CROWLEY,School,MMR,Fully Immunized,97.6,449,2017/2018
60427,CROWLEY,Child Care/Preschool,PCV,Fully Immunized,100,39,2018/2019
60428,CROWLEY,School,Varicella,Nonmedical Exemption,2.8,435,2018/2019
60429,CROWLEY,Kindergarten,Varicella,Medical Exemption,0,26,2019/2020
60430,CROWLEY,Child Care/Preschool,Polio,Fully Immunized,94.9,39,2020/2021
60431,CROWLEY,Child Care/Preschool,Polio,In Process,0,39,2020/2021
60432,CROWLEY,Kindergarten,HepB,No Record,0,13,2020/2021
60433,CROWLEY,Child Care/Preschool,Hib,Incomplete Record,2.6,39,2021/2022
60434,CROWLEY,Child Care/Preschool,MMR,Nonmedical Exemption,7.7,39,2021/2022
60435,CROWLEY,School,Tdap,No Record,0,230,2021/2022
60436,CROWLEY,School,Tdap,No Record,0,217,2022/2023
60437,CROWLEY,Child Care/Preschool,HepB,Nonmedical Exemption,3.2,31,2023/2024
60438,CROWLEY,Kindergarten,MMR,In Process,0,17,2024/2025
60439,CROWLEY,School,DTaP,Fully Immunized,95.3,316,2024/2025
60440,CROWLEY,School,DTaP,Nonmedical Exemption,4.7,316,2024/2025
60441,CROWLEY,Child Care/Preschool,DTaP,Medical Exemption,0,42,2025/2026
60442,CROWLEY,Child Care/Preschool,HepB,Medical Exemption,0,42,2025/2026
60443,CROWLEY,Child Care/Preschool,Hib,No Record,0,42,2025/2026
60444,CUSTER,Child Care/Preschool,Polio,Fully Immunized,88,25,2017/2018
60445,CUSTER,School,MMR,In Process,0.5,376,2017/2018
60446,CUSTER,Kindergarten,HepB,In Process,0,22,2018/2019
60447,CUSTER,Child Care/Preschool,PCV,Nonmedical Exemption,9.5,21,2019/2020
60448,CUSTER,Kindergarten,Varicella,Nonmedical Exemption,3.7,27,2019/2020
60449,CUSTER,School,MMR,Fully Immunized,94.4,372,2019/2020
60450,CUSTER,Child Care/Preschool,DTaP,Incomplete Record,0,28,2020/2021
60451,CUSTER,Child Care/Preschool,Polio,Fully Immunized,92.9,28,2020/2021
60452,CUSTER,School,MMR,Fully Immunized,85.9,326,2021/2022
60453,CUSTER,Child Care/Preschool,MMR,Fully Immunized,96.6,29,2022/2023
60454,CUSTER,Child Care/Preschool,Varicella,Incomplete Record,0,26,2023/2024
60455,CUSTER,Kindergarten,,Summary Compliant,94.1,51,2023/2024
60456,CUSTER,Kindergarten,HepB,In Process,0,51,2023/2024
60457,CUSTER,Kindergarten,Polio,Incomplete Record,0,51,2023/2024
60458,CUSTER,Kindergarten,Polio,No Record,5.9,51,2023/2024
60459,CUSTER,Child Care/Preschool,Polio,Nonmedical Exemption,16.2,37,2024/2025
60460,CUSTER,Kindergarten,MMR,No Record,0,19,2024/2025
60461,CUSTER,Kindergarten,Polio,Nonmedical Exemption,10.5,19,2024/2025
60462,CUSTER,Kindergarten,,Summary Compliant,92.3,78,2025/2026
60463,CUSTER,Kindergarten,Polio,No Record,0,78,2025/2026
60464,DELTA,School,MMR,In Process,0,4727,2017/2018
60465,DELTA,Kindergarten,Polio,Nonmedical Exemption,10.7,347,2018/2019
60466,DELTA,School,Tdap,Nonmedical Exemption,11.2,2571,2018/2019
60467,DELTA,Child Care/Preschool,DTaP,Medical Exemption,0,465,2019/2020
60468,DELTA,Child Care/Preschool,Hib,Incomplete Record,0.9,331,2020/2021
60469,DELTA,Child Care/Preschool,Polio,Fully Immunized,92.7,331,2020/2021
60470,DELTA,Kindergarten,MMR,Incomplete Record,0.7,431,2021/2022
60471,DELTA,School,HepB,Incomplete Record,0.1,4387,2021/2022
60472,DELTA,Child Care/Preschool,PCV,No Record,0.2,405,2022/2023
60473,DELTA,Kindergarten,Polio,No Record,0,426,2022/2023
60474,DELTA,Child Care/Preschool,DTaP,Incomplete Record,0.5,412,2023/2024
60475,DELTA,Kindergarten,MMR,Incomplete Record,0.8,379,2023/2024
60476,DELTA,School,,Summary Compliant,98.3,4164,2024/2025
60477,DENVER,Kindergarten,MMR,Nonmedical Exemption,1.5,7831,2017/2018
60478,DENVER,School,DTaP,Fully Immunized,95.1,92832,2017/2018
60479,DENVER,Child Care/Preschool,Hib,Fully Immunized,94.5,12416,2018/2019
60480,DENVER,Child Care/Preschool,MMR,Fully Immunized,94.7,12416,2018/2019
60481,DENVER,School,HepB,Nonmedical Exemption,0.6,90568,2018/2019
60482,DENVER,School,Tdap,Incomplete Record,9.3,45483,2018/2019
60483,DENVER,Child Care/Preschool,,Summary Compliant,95.1,14319,2019/2020
60484,DENVER,Child Care/Preschool,Hib,Medical Exemption,0.1,14319,2019/2020
60485,DENVER,Child Care/Preschool,PCV,Fully Immunized,95.2,11055,2020/2021
60486,DENVER,School,DTaP,No Record,1.4,93416,2020/2021
60487,DENVER,School,Varicella,Nonmedical Exemption,0.7,93416,2020/2021
60488,DENVER,Child Care/Preschool,DTaP,In Process,1.6,12266,2021/2022
60489,DENVER,Child Care/Preschool,HepB,Medical Exemption,0,12266,2021/2022
60490,DENVER,Child Care/Preschool,Varicella,Medical Exemption,0.2,12266,2021/2022
60491,DENVER,Child Care/Preschool,Polio,In Process,0.2,11050,2023/2024
60492,DENVER,Child Care/Preschool,Polio,Incomplete Record,1.1,11050,2023/2024
60493,DENVER,Kindergarten,MMR,Nonmedical Exemption,1.4,7361,2023/2024
60494,DENVER,School,Polio,In Process,0,88798,2023/2024
60495,DENVER,Kindergarten,DTaP,Fully Immunized,85.2,7269,2024/2025
60496,DENVER,School,MMR,No Record,4,92597,2024/2025
60497,DENVER,Child Care/Preschool,MMR,Fully Immunized,94.3,13881,2025/2026
60498,DENVER,School,HepB,Fully Immunized,92.6,89831,2025/2026
60499,DOLORES,Child Care/Preschool,HepB,Medical Exemption,0,44,2017/2018
60500,DOLORES,Child Care/Preschool,MMR,In Process,0,44,2017/2018
60501,DOLORES,Child Care/Preschool,PCV,No Record,0,44,2017/2018
60502,DOLORES,Kindergarten,HepB,Incomplete Record,0,40,2017/2018
60503,DOLORES,Child Care/Preschool,,Summary Compliant,92.1,38,2018/2019
60504,DOLORES,Child Care/Preschool,PCV,No Record,0,38,2018/2019
60505,DOLORES,School,,Summary Compliant,100,227,2018/2019
60506,DOLORES,School,DTaP,Nonmedical Exemption,1.8,227,2018/2019
60507,DOLORES,School,Varicella,Incomplete Record,0,227,2018/2019
60508,DOLORES,Kindergarten,DTaP,No Record,0,15,2019/2020
60509,DOLORES,School,DTaP,Nonmedical Exemption,4.1,218,2019/2020
60510,DOLORES,Child Care/Preschool,DTaP,Nonmedical Exemption,5.9,34,2020/2021
60511,DOLORES,Child Care/Preschool,Polio,In Process,0,34,2020/2021
60512,DOLORES,School,DTaP,Medical Exemption,0,240,2021/2022
60513,DOLORES,School,Polio,Incomplete Record,7.9,240,2021/2022
60514,DOLORES,School,MMR,Medical Exemption,0,246,2022/2023
60515,DOUGLAS,School,Tdap,No Record,3.2,40362,2017/2018
60516,DOUGLAS,Child Care/Preschool,MMR,Medical Exemption,0.1,8586,2018/2019
60517,DOUGLAS,Kindergarten,MMR,Fully Immunized,86.4,4979,2018/2019
60518,DOUGLAS,School,DTaP,Fully Immunized,96.9,75794,2018/2019
60519,DOUGLAS,School,MMR,Incomplete Record,0.6,75885,2019/2020
60520,DOUGLAS,Child Care/Preschool,Varicella,Nonmedical Exemption,1.9,8523,2020/2021
60521,DOUGLAS,Kindergarten,Varicella,Nonmedical Exemption,4.9,5296,2020/2021
60522,DOUGLAS,Child Care/Preschool,Hib,Fully Immunized,95.2,8487,2021/2022
60523,DOUGLAS,School,Polio,No Record,0.4,73704,2021/2022
60524,DOUGLAS,Child Care/Preschool,Polio,Fully Immunized,93,7673,2023/2024
60525,DOUGLAS,Child Care/Preschool,Varicella,Medical Exemption,0.1,7673,2023/2024
60526,DOUGLAS,School,MMR,Fully Immunized,95.5,73033,2023/2024
60527,DOUGLAS,School,Polio,Nonmedical Exemption,3.4,73033,2023/2024
60528,DOUGLAS,School,Tdap,Nonmedical Exemption,3.5,43535,2023/2024
60529,DOUGLAS,Child Care/Preschool,PCV,In Process,0.6,7736,2024/2025
60530,DOUGLAS,School,DTaP,No Record,0.1,70684,2024/2025
60531,DOUGLAS,Child Care/Preschool,DTaP,Medical Exemption,0,8057,2025/2026
60532,DOUGLAS,Kindergarten,Varicella,Fully Immunized,90,4648,2025/2026
60533,EAGLE,School,DTaP,No Record,0.5,7057,2017/2018
60534,EAGLE,Child Care/Preschool,Varicella,Incomplete Record,0.1,1270,2019/2020
60535,EAGLE,Kindergarten,MMR,No Record,0,516,2019/2020
60536,EAGLE,Child Care/Preschool,Polio,Nonmedical Exemption,2.4,1099,2020/2021
60537,EAGLE,Kindergarten,HepB,Fully Immunized,92.2,516,2021/2022
60538,EAGLE,Kindergarten,HepB,No Record,1,516,2021/2022
60539,EAGLE,Kindergarten,MMR,Nonmedical Exemption,3.9,516,2021/2022
60540,EAGLE,Kindergarten,Polio,Medical Exemption,0,516,2021/2022
60541,EAGLE,Kindergarten,Polio,Medical Exemption,0,477,2022/2023
60542,EAGLE,School,Tdap,No Record,0.8,4501,2022/2023
60543,EAGLE,Child Care/Preschool,Polio,Fully Immunized,95.2,1051,2023/2024
60544,EAGLE,Kindergarten,DTaP,No Record,0.3,395,2023/2024
60545,EAGLE,School,Polio,Nonmedical Exemption,2.3,6250,2023/2024
60546,EAGLE,School,Varicella,Fully Immunized,94.9,5785,2024/2025
60547,EAGLE,Child Care/Preschool,HepB,No Record,0.4,1229,2025/2026
60548,EAGLE,Kindergarten,Polio,No Record,0,420,2025/2026
60549,EAGLE,School,HepB,Fully Immunized,96,6619,2025/2026
60550,EAGLE,School,Polio,Incomplete Record,1.4,6619,2025/2026
60551,EL PASO,Child Care/Preschool,HepB,Nonmedical Exemption,3.7,10537,2017/2018
60552,EL PASO,School,DTaP,In Process,0.2,123099,2017/2018
60553,EL PASO,Child Care/Preschool,Hib,Incomplete Record,2.3,9030,2018/2019
60554,EL PASO,School,DTaP,Incomplete Record,2.5,116162,2018/2019
60555,EL PASO,Child Care/Preschool,Hib,No Record,1.3,10419,2019/2020
60556,EL PASO,School,Polio,Incomplete Record,2.1,123510,2019/2020
60557,EL PASO,School,Tdap,Nonmedical Exemption,2.7,68148,2019/2020
60558,EL PASO,Child Care/Preschool,MMR,Incomplete Record,1.2,7597,2020/2021
60559,EL PASO,Kindergarten,DTaP,Nonmedical Exemption,4,8322,2020/2021
60560,EL PASO,Kindergarten,Polio,Medical Exemption,0,8322,2020/2021
60561,EL PASO,Child Care/Preschool,Polio,Incomplete Record,2.1,9274,2021/2022
60562,EL PASO,Child Care/Preschool,Varicella,In Process,1.3,10389,2022/2023
60563,EL PASO,Kindergarten,Varicella,In Process,0.5,9179,2022/2023
60564,EL PASO,School,Tdap,In Process,0.3,62527,2023/2024
60565,EL PASO,Child Care/Preschool,DTaP,Fully Immunized,87.8,10428,2025/2026
60566,EL PASO,Child Care/Preschool,Hib,Nonmedical Exemption,3.9,10428,2025/2026
60567,EL PASO,Kindergarten,DTaP,Medical Exemption,0,8377,2025/2026
60568,EL PASO,Kindergarten,MMR,Fully Immunized,80.2,8377,2025/2026
60569,ELBERT,Child Care/Preschool,HepB,Nonmedical Exemption,1.9,207,2017/2018
60570,ELBERT,Child Care/Preschool,MMR,In Process,1.4,207,2017/2018
60571,ELBERT,School,Polio,No Record,1.6,3096,2017/2018
60572,ELBERT,Kindergarten,HepB,Fully Immunized,81.1,206,2018/2019
60573,ELBERT,School,MMR,Fully Immunized,91.1,3042,2018/2019
60574,ELBERT,School,Varicella,No Record,1.4,3042,2018/2019
60575,ELBERT,Kindergarten,DTaP,Incomplete Record,8.5,213,2019/2020
60576,ELBERT,Child Care/Preschool,MMR,Medical Exemption,0,211,2020/2021
60577,ELBERT,School,Polio,No Record,1.2,2945,2020/2021
60578,ELBERT,School,Tdap,Incomplete Record,6.2,1640,2020/2021
60579,ELBERT,Kindergarten,MMR,Nonmedical Exemption,2,248,2021/2022
60580,ELBERT,Kindergarten,Polio,In Process,0.4,248,2021/2022
60581,ELBERT,School,Tdap,Medical Exemption,0.2,1759,2021/2022
60582,ELBERT,Child Care/Preschool,Varicella,Medical Exemption,0,253,2022/2023
60583,ELBERT,Child Care/Preschool,Varicella,Fully Immunized,91.6,263,2023/2024
60584,ELBERT,Child Care/Preschool,MMR,Incomplete Record,5.1,272,2024/2025
60585,ELBERT,Kindergarten,HepB,Medical Exemption,0.9,230,2024/2025
60586,ELBERT,Kindergarten,DTaP,Nonmedical Exemption,9.2,293,2025/2026
60587,ELBERT,School,HepB,In Process,0,3725,2025/2026
60588,ELBERT,School,MMR,Nonmedical Exemption,6.2,3725,2025/2026
60589,ELBERT,School,Tdap,Nonmedical Exemption,7.1,1981,2025/2026
60590,FREMONT,Child Care/Preschool,DTaP,Incomplete Record,1.1,720,2017/2018
60591,FREMONT,Child Care/Preschool,HepB,Medical Exemption,0.1,720,2017/2018
60592,FREMONT,Child Care/Preschool,MMR,Fully Immunized,91,720,2017/2018
60593,FREMONT,Kindergarten,MMR,In Process,0,396,2017/2018
60594,FREMONT,Child Care/Preschool,Hib,Medical Exemption,0,487,2018/2019
60595,FREMONT,Child Care/Preschool,Hib,Nonmedical Exemption,3.7,487,2018/2019
