time,geography,geography_name,school_name,n_total_audited,n_hep_a,n_hep_b,n_dtap,n_tdap,n_polio,n_mmr_k,n_varicella,n_men_6th,n_medical_exempt,n_religious_exempt
12-31-2023,46103,Pennington County,Calvary Christian Elementary,29.00,22.00,26.00,24.00,0.00,24.00,24.00,24.00,0.00,0.00,5.00
12-31-2024,46103,Pennington County,Calvary Christian Elementary,22.00,18.00,20.00,17.00,0.00,18.00,18.00,18.00,0.00,0.00,4.00
12-31-2018,46103,Pennington County,Canyon Lake Elementary,69.00,66.00,68.00,67.00,0.00,67.00,66.00,65.00,0.00,2.00,0.00
12-31-2019,46103,Pennington County,Canyon Lake Elementary,75.00,72.00,73.00,72.00,0.00,72.00,73.00,72.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Canyon Lake Elementary,53.00,50.00,51.00,50.00,0.00,51.00,52.00,51.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Canyon Lake Elementary,56.00,52.00,54.00,55.00,0.00,55.00,55.00,55.00,0.00,0.00,1.00
12-31-2022,46103,Pennington County,Canyon Lake Elementary,60.00,54.00,58.00,58.00,0.00,58.00,59.00,59.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,Canyon Lake Elementary,47.00,42.00,45.00,45.00,0.00,45.00,43.00,43.00,0.00,0.00,2.00
12-31-2024,46103,Pennington County,Canyon Lake Elementary,35.00,35.00,35.00,35.00,0.00,35.00,35.00,35.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Children's House Montessori Elementary,7.00,6.00,6.00,6.00,0.00,6.00,6.00,6.00,0.00,0.00,1.00
12-31-2019,46103,Pennington County,Children's House Montessori Elementary,6.00,5.00,5.00,5.00,0.00,5.00,5.00,5.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Children's House Montessori Elementary,9.00,5.00,6.00,7.00,0.00,7.00,7.00,7.00,0.00,0.00,2.00
12-31-2021,46103,Pennington County,Children's House Montessori Elementary,8.00,5.00,6.00,5.00,2.00,4.00,5.00,5.00,1.00,0.00,0.00
12-31-2022,46103,Pennington County,Children's House Montessori Elementary,9.00,8.00,8.00,5.00,2.00,5.00,6.00,6.00,2.00,0.00,1.00
12-31-2023,46103,Pennington County,Children's House Montessori Elementary,10.00,6.00,8.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,2.00
12-31-2024,46103,Pennington County,Children's House Montessori Elementary,14.00,12.00,13.00,9.00,1.00,9.00,9.00,9.00,1.00,0.00,1.00
12-31-2018,46103,Pennington County,Corral Drive Elementary,75.00,65.00,73.00,75.00,0.00,75.00,75.00,75.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Corral Drive Elementary,75.00,69.00,71.00,75.00,0.00,75.00,74.00,73.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Corral Drive Elementary,71.00,56.00,70.00,71.00,0.00,71.00,71.00,71.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Corral Drive Elementary,64.00,60.00,62.00,63.00,0.00,63.00,63.00,63.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Corral Drive Elementary,87.00,80.00,84.00,87.00,0.00,86.00,86.00,86.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,Corral Drive Elementary,61.00,57.00,57.00,59.00,0.00,59.00,59.00,59.00,0.00,0.00,2.00
12-31-2024,46103,Pennington County,Corral Drive Elementary,71.00,68.00,69.00,69.00,0.00,69.00,69.00,69.00,0.00,0.00,2.00
12-31-2018,46103,Pennington County,Creekside Christian,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Creekside Christian,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Creekside Christian,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Creekside Christian,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Creekside Christian,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46103,Pennington County,Creekside Christian,27.00,21.00,21.00,13.00,18.00,13.00,13.00,13.00,10.00,0.00,6.00
12-31-2024,46103,Pennington County,Creekside Christian,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Creekside Christian Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Creekside Christian Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Creekside Christian Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Creekside Christian Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Creekside Christian Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46103,Pennington County,Creekside Christian Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Creekside Christian Elementary,31.00,30.00,30.00,21.00,7.00,21.00,21.00,21.00,6.00,0.00,4.00
12-31-2018,46103,Pennington County,Douglas Middle School,230.00,196.00,207.00,0.00,219.00,0.00,0.00,0.00,218.00,0.00,3.00
12-31-2019,46103,Pennington County,Douglas Middle School,239.00,161.00,173.00,0.00,236.00,0.00,0.00,0.00,236.00,0.00,3.00
12-31-2020,46103,Pennington County,Douglas Middle School,221.00,134.00,147.00,0.00,215.00,0.00,0.00,0.00,216.00,0.00,4.00
12-31-2021,46103,Pennington County,Douglas Middle School,229.00,144.00,159.00,0.00,225.00,0.00,0.00,0.00,225.00,0.00,4.00
12-31-2022,46103,Pennington County,Douglas Middle School,243.00,217.00,227.00,0.00,234.00,0.00,0.00,0.00,234.00,0.00,4.00
12-31-2023,46103,Pennington County,Douglas Middle School,220.00,188.00,196.00,0.00,208.00,0.00,0.00,0.00,208.00,0.00,3.00
12-31-2024,46103,Pennington County,Douglas Middle School,209.00,192.00,205.00,0.00,197.00,0.00,0.00,0.00,197.00,0.00,5.00
12-31-2018,46103,Pennington County,East Middle School,228.00,202.00,217.00,0.00,224.00,0.00,0.00,0.00,225.00,1.00,4.00
12-31-2019,46103,Pennington County,East Middle School,234.00,212.00,230.00,0.00,229.00,0.00,0.00,0.00,230.00,0.00,4.00
12-31-2020,46103,Pennington County,East Middle School,210.00,192.00,207.00,0.00,206.00,0.00,0.00,0.00,208.00,0.00,3.00
12-31-2021,46103,Pennington County,East Middle School,220.00,190.00,206.00,0.00,212.00,0.00,0.00,0.00,212.00,0.00,6.00
12-31-2022,46103,Pennington County,East Middle School,204.00,190.00,199.00,0.00,196.00,0.00,0.00,0.00,196.00,0.00,5.00
12-31-2023,46103,Pennington County,East Middle School,174.00,173.00,173.00,0.00,174.00,0.00,0.00,0.00,174.00,0.00,0.00
12-31-2024,46103,Pennington County,East Middle School,220.00,202.00,201.00,0.00,208.00,0.00,0.00,0.00,207.00,0.00,14.00
12-31-2018,46103,Pennington County,General Beadle Elementary,73.00,67.00,72.00,72.00,0.00,73.00,73.00,72.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,General Beadle Elementary,92.00,89.00,90.00,90.00,0.00,91.00,92.00,91.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,General Beadle Elementary,68.00,65.00,68.00,68.00,0.00,68.00,68.00,68.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,General Beadle Elementary,48.00,48.00,48.00,48.00,0.00,48.00,48.00,48.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,General Beadle Elementary,70.00,64.00,68.00,68.00,0.00,69.00,69.00,67.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,General Beadle Elementary,73.00,71.00,71.00,71.00,0.00,72.00,71.00,71.00,0.00,0.00,1.00
12-31-2024,46103,Pennington County,General Beadle Elementary,71.00,65.00,69.00,67.00,0.00,68.00,69.00,67.00,0.00,0.00,2.00
12-31-2018,46103,Pennington County,Grandview Elementary,68.00,65.00,68.00,68.00,0.00,68.00,68.00,66.00,0.00,0.00,1.00
12-31-2019,46103,Pennington County,Grandview Elementary,70.00,63.00,68.00,69.00,0.00,69.00,69.00,68.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Grandview Elementary,72.00,67.00,72.00,72.00,0.00,72.00,72.00,72.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Grandview Elementary,66.00,62.00,63.00,65.00,0.00,66.00,66.00,66.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Grandview Elementary,65.00,63.00,64.00,64.00,0.00,64.00,64.00,64.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,Grandview Elementary,65.00,65.00,65.00,65.00,0.00,65.00,65.00,65.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Grandview Elementary,68.00,64.00,64.00,66.00,0.00,66.00,67.00,67.00,0.00,0.00,1.00
12-31-2018,46103,Pennington County,Hill City Elementary,26.00,23.00,25.00,26.00,0.00,26.00,26.00,26.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Hill City Elementary,29.00,26.00,27.00,28.00,0.00,27.00,28.00,28.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Hill City Elementary,36.00,28.00,36.00,35.00,0.00,35.00,35.00,35.00,0.00,1.00,0.00
12-31-2021,46103,Pennington County,Hill City Elementary,32.00,28.00,31.00,30.00,0.00,30.00,29.00,29.00,0.00,0.00,2.00
12-31-2022,46103,Pennington County,Hill City Elementary,38.00,34.00,36.00,34.00,0.00,34.00,34.00,33.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,Hill City Elementary,28.00,24.00,26.00,25.00,0.00,25.00,25.00,25.00,0.00,0.00,3.00
12-31-2024,46103,Pennington County,Hill City Elementary,30.00,24.00,25.00,22.00,0.00,24.00,24.00,24.00,0.00,0.00,3.00
12-31-2018,46103,Pennington County,Hill City Middle School,40.00,33.00,37.00,0.00,39.00,0.00,0.00,0.00,39.00,0.00,1.00
12-31-2019,46103,Pennington County,Hill City Middle School,40.00,35.00,38.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00
12-31-2020,46103,Pennington County,Hill City Middle School,33.00,26.00,32.00,0.00,33.00,0.00,0.00,0.00,33.00,0.00,0.00
12-31-2021,46103,Pennington County,Hill City Middle School,32.00,29.00,30.00,0.00,32.00,0.00,0.00,0.00,32.00,0.00,0.00
12-31-2022,46103,Pennington County,Hill City Middle School,43.00,30.00,33.00,0.00,34.00,0.00,0.00,0.00,35.00,0.00,1.00
12-31-2023,46103,Pennington County,Hill City Middle School,38.00,33.00,34.00,0.00,36.00,0.00,0.00,0.00,36.00,0.00,2.00
12-31-2024,46103,Pennington County,Hill City Middle School,34.00,30.00,32.00,0.00,32.00,0.00,0.00,0.00,32.00,0.00,2.00
12-31-2018,46103,Pennington County,Horace Mann Elementary Rapid City,52.00,44.00,47.00,50.00,0.00,50.00,51.00,50.00,0.00,0.00,1.00
12-31-2019,46103,Pennington County,Horace Mann Elementary Rapid City,50.00,46.00,49.00,47.00,0.00,47.00,48.00,47.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Horace Mann Elementary Rapid City,46.00,43.00,46.00,45.00,0.00,46.00,45.00,45.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Horace Mann Elementary Rapid City,45.00,41.00,43.00,43.00,0.00,43.00,43.00,43.00,0.00,0.00,1.00
12-31-2022,46103,Pennington County,Horace Mann Elementary Rapid City,39.00,38.00,38.00,38.00,0.00,38.00,38.00,38.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,Horace Mann Elementary Rapid City,49.00,44.00,44.00,44.00,0.00,44.00,44.00,44.00,0.00,0.00,1.00
12-31-2024,46103,Pennington County,Horace Mann Elementary Rapid City,49.00,47.00,49.00,49.00,0.00,49.00,49.00,49.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Knollwood Heights Elementary,71.00,66.00,69.00,68.00,0.00,70.00,71.00,70.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Knollwood Heights Elementary,67.00,66.00,67.00,65.00,0.00,65.00,66.00,66.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Knollwood Heights Elementary,89.00,86.00,88.00,89.00,0.00,89.00,89.00,88.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Knollwood Heights Elementary,66.00,65.00,66.00,66.00,0.00,66.00,66.00,66.00,0.00,0.00,1.00
12-31-2022,46103,Pennington County,Knollwood Heights Elementary,75.00,71.00,74.00,73.00,0.00,73.00,73.00,73.00,0.00,0.00,2.00
12-31-2023,46103,Pennington County,Knollwood Heights Elementary,62.00,60.00,62.00,60.00,0.00,62.00,62.00,61.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Knollwood Heights Elementary,48.00,47.00,48.00,48.00,0.00,48.00,48.00,47.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Lakota Language Immersion,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Lakota Language Immersion,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Lakota Language Immersion,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Lakota Language Immersion,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Lakota Language Immersion,14.00,14.00,14.00,14.00,0.00,14.00,14.00,14.00,0.00,0.00,0.00
12-31-2023,46103,Pennington County,Lakota Language Immersion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Lakota Language Immersion,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Lakota Woglaka Wounspe,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Lakota Woglaka Wounspe,5.00,4.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,0.00
12-31-2020,46103,Pennington County,Lakota Woglaka Wounspe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Lakota Woglaka Wounspe,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Lakota Woglaka Wounspe,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46103,Pennington County,Lakota Woglaka Wounspe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Lakota Woglaka Wounspe,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Meadowbrook Elementary,94.00,78.00,75.00,88.00,0.00,87.00,90.00,88.00,0.00,0.00,3.00
12-31-2019,46103,Pennington County,Meadowbrook Elementary,84.00,80.00,82.00,82.00,0.00,82.00,82.00,82.00,0.00,0.00,2.00
12-31-2020,46103,Pennington County,Meadowbrook Elementary,88.00,84.00,86.00,86.00,0.00,86.00,86.00,86.00,0.00,0.00,2.00
12-31-2021,46103,Pennington County,Meadowbrook Elementary,69.00,63.00,65.00,67.00,0.00,67.00,67.00,67.00,0.00,0.00,2.00
12-31-2022,46103,Pennington County,Meadowbrook Elementary,82.00,78.00,76.00,73.00,0.00,79.00,80.00,79.00,0.00,1.00,1.00
12-31-2023,46103,Pennington County,Meadowbrook Elementary,57.00,54.00,56.00,55.00,0.00,55.00,55.00,55.00,0.00,0.00,2.00
12-31-2024,46103,Pennington County,Meadowbrook Elementary,71.00,69.00,71.00,69.00,0.00,69.00,69.00,69.00,0.00,0.00,2.00
12-31-2018,46103,Pennington County,New Underwood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,New Underwood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,New Underwood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,New Underwood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,New Underwood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46103,Pennington County,New Underwood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,New Underwood Elementary,15.00,12.00,14.00,12.00,0.00,12.00,11.00,11.00,0.00,0.00,2.00
12-31-2018,46103,Pennington County,New Underwood Jr. High,30.00,28.00,30.00,11.00,19.00,11.00,11.00,11.00,19.00,0.00,0.00
12-31-2019,46103,Pennington County,New Underwood Jr. High,35.00,34.00,35.00,16.00,18.00,16.00,16.00,16.00,19.00,0.00,0.00
12-31-2020,46103,Pennington County,New Underwood Jr. High,37.00,33.00,36.00,16.00,19.00,16.00,16.00,16.00,19.00,0.00,2.00
12-31-2021,46103,Pennington County,New Underwood Jr. High,41.00,39.00,40.00,23.00,17.00,23.00,23.00,23.00,17.00,0.00,0.00
12-31-2022,46103,Pennington County,New Underwood Jr. High,40.00,34.00,35.00,19.00,17.00,19.00,19.00,18.00,17.00,0.00,2.00
12-31-2023,46103,Pennington County,New Underwood Jr. High,43.00,35.00,38.00,19.00,19.00,19.00,20.00,20.00,19.00,0.00,2.00
12-31-2024,46103,Pennington County,New Underwood Jr. High,18.00,17.00,18.00,0.00,16.00,0.00,0.00,0.00,16.00,0.00,2.00
12-31-2018,46103,Pennington County,North Middle School,167.00,160.00,164.00,0.00,167.00,0.00,0.00,0.00,167.00,0.00,0.00
12-31-2019,46103,Pennington County,North Middle School,240.00,229.00,231.00,0.00,240.00,0.00,0.00,0.00,240.00,0.00,0.00
12-31-2020,46103,Pennington County,North Middle School,138.00,123.00,136.00,0.00,138.00,0.00,0.00,0.00,138.00,0.00,0.00
12-31-2021,46103,Pennington County,North Middle School,79.00,75.00,77.00,0.00,79.00,0.00,0.00,0.00,79.00,0.00,0.00
12-31-2022,46103,Pennington County,North Middle School,175.00,166.00,171.00,0.00,163.00,0.00,0.00,0.00,165.00,0.00,3.00
12-31-2023,46103,Pennington County,North Middle School,173.00,169.00,169.00,0.00,171.00,0.00,0.00,0.00,171.00,1.00,2.00
12-31-2024,46103,Pennington County,North Middle School,152.00,146.00,148.00,0.00,140.00,0.00,0.00,0.00,140.00,0.00,2.00
12-31-2018,46103,Pennington County,Patriot Elementary Badger Clark,130.00,124.00,129.00,128.00,0.00,128.00,129.00,128.00,0.00,0.00,1.00
12-31-2019,46103,Pennington County,Patriot Elementary Badger Clark,122.00,118.00,117.00,122.00,0.00,122.00,122.00,122.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Patriot Elementary Badger Clark,117.00,79.00,82.00,114.00,0.00,115.00,115.00,115.00,0.00,0.00,2.00
12-31-2021,46103,Pennington County,Patriot Elementary Badger Clark,115.00,67.00,70.00,113.00,0.00,114.00,114.00,113.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Patriot Elementary Badger Clark,110.00,100.00,105.00,106.00,0.00,107.00,107.00,0.00,0.00,1.00,1.00
12-31-2023,46103,Pennington County,Patriot Elementary Badger Clark,109.00,104.00,103.00,103.00,0.00,104.00,104.00,104.00,0.00,0.00,3.00
12-31-2024,46103,Pennington County,Patriot Elementary Badger Clark,118.00,110.00,114.00,114.00,0.00,114.00,114.00,114.00,0.00,0.00,3.00
12-31-2018,46103,Pennington County,Patriot Elementary Francis Case,131.00,112.00,112.00,128.00,0.00,128.00,128.00,128.00,0.00,0.00,3.00
12-31-2019,46103,Pennington County,Patriot Elementary Francis Case,119.00,64.00,66.00,118.00,0.00,118.00,118.00,117.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Patriot Elementary Francis Case,114.00,107.00,112.00,113.00,0.00,113.00,113.00,113.00,0.00,0.00,1.00
12-31-2021,46103,Pennington County,Patriot Elementary Francis Case,110.00,107.00,109.00,110.00,0.00,110.00,110.00,110.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Patriot Elementary Francis Case,110.00,102.00,104.00,107.00,0.00,107.00,107.00,107.00,0.00,0.00,2.00
12-31-2023,46103,Pennington County,Patriot Elementary Francis Case,114.00,109.00,109.00,112.00,0.00,112.00,112.00,111.00,0.00,0.00,2.00
12-31-2024,46103,Pennington County,Patriot Elementary Francis Case,123.00,114.00,117.00,119.00,0.00,119.00,119.00,119.00,0.00,0.00,4.00
12-31-2018,46103,Pennington County,Pinedale Elementary,68.00,60.00,60.00,68.00,0.00,68.00,68.00,67.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Pinedale Elementary,70.00,0.00,66.00,59.00,0.00,59.00,59.00,59.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Pinedale Elementary,53.00,46.00,51.00,53.00,0.00,53.00,53.00,52.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Pinedale Elementary,63.00,59.00,61.00,63.00,0.00,63.00,63.00,63.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Pinedale Elementary,56.00,54.00,53.00,54.00,0.00,54.00,55.00,55.00,0.00,0.00,1.00
12-31-2023,46103,Pennington County,Pinedale Elementary,56.00,53.00,54.00,53.00,0.00,54.00,54.00,54.00,0.00,0.00,2.00
12-31-2024,46103,Pennington County,Pinedale Elementary,56.00,53.00,55.00,52.00,0.00,52.00,52.00,52.00,0.00,0.00,4.00
12-31-2018,46103,Pennington County,Rapid City Christian Middle School,27.00,20.00,23.00,0.00,22.00,0.00,0.00,0.00,22.00,0.00,5.00
12-31-2019,46103,Pennington County,Rapid City Christian Middle School,38.00,31.00,35.00,0.00,32.00,0.00,0.00,0.00,32.00,0.00,6.00
12-31-2020,46103,Pennington County,Rapid City Christian Middle School,34.00,24.00,29.00,0.00,33.00,0.00,0.00,0.00,33.00,0.00,1.00
12-31-2021,46103,Pennington County,Rapid City Christian Middle School,40.00,37.00,38.00,0.00,35.00,0.00,0.00,0.00,35.00,0.00,3.00
12-31-2022,46103,Pennington County,Rapid City Christian Middle School,45.00,29.00,32.00,0.00,27.00,0.00,0.00,0.00,25.00,0.00,1.00
12-31-2023,46103,Pennington County,Rapid City Christian Middle School,55.00,41.00,41.00,0.00,51.00,0.00,0.00,0.00,51.00,0.00,4.00
12-31-2024,46103,Pennington County,Rapid City Christian Middle School,46.00,42.00,42.00,0.00,39.00,0.00,0.00,0.00,39.00,0.00,7.00
12-31-2018,46103,Pennington County,Rapid City Lutheran Elementary,25.00,20.00,25.00,24.00,0.00,24.00,24.00,24.00,0.00,0.00,1.00
12-31-2019,46103,Pennington County,Rapid City Lutheran Elementary,22.00,0.00,22.00,22.00,0.00,22.00,22.00,22.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Rapid City Lutheran Elementary,25.00,24.00,25.00,25.00,0.00,25.00,25.00,25.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Rapid City Lutheran Elementary,30.00,26.00,26.00,28.00,0.00,27.00,26.00,26.00,0.00,0.00,4.00
12-31-2022,46103,Pennington County,Rapid City Lutheran Elementary,29.00,25.00,25.00,24.00,0.00,24.00,24.00,24.00,0.00,1.00,4.00
12-31-2023,46103,Pennington County,Rapid City Lutheran Elementary,22.00,19.00,20.00,21.00,0.00,21.00,21.00,20.00,0.00,0.00,1.00
12-31-2024,46103,Pennington County,Rapid City Lutheran Elementary,30.00,20.00,22.00,24.00,0.00,24.00,24.00,24.00,0.00,1.00,5.00
12-31-2018,46103,Pennington County,Rapid City Online Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Rapid City Online Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Rapid City Online Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Rapid City Online Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Rapid City Online Elementary,2.00,2.00,2.00,2.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00
12-31-2023,46103,Pennington County,Rapid City Online Elementary,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Rapid City Online Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Rapid City Online Middle School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46103,Pennington County,Rapid City Online Middle School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46103,Pennington County,Rapid City Online Middle School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46103,Pennington County,Rapid City Online Middle School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46103,Pennington County,Rapid City Online Middle School,2.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2023,46103,Pennington County,Rapid City Online Middle School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46103,Pennington County,Rapid City Online Middle School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46103,Pennington County,Rapid Valley Elementary,95.00,18.00,8.00,90.00,0.00,89.00,91.00,91.00,0.00,0.00,3.00
12-31-2019,46103,Pennington County,Rapid Valley Elementary,93.00,75.00,88.00,87.00,0.00,87.00,89.00,89.00,0.00,0.00,4.00
12-31-2020,46103,Pennington County,Rapid Valley Elementary,89.00,87.00,86.00,88.00,0.00,89.00,89.00,88.00,0.00,0.00,1.00
12-31-2021,46103,Pennington County,Rapid Valley Elementary,82.00,77.00,80.00,78.00,0.00,78.00,78.00,77.00,0.00,0.00,2.00
12-31-2022,46103,Pennington County,Rapid Valley Elementary,83.00,82.00,82.00,81.00,0.00,81.00,81.00,80.00,0.00,0.00,2.00
12-31-2023,46103,Pennington County,Rapid Valley Elementary,92.00,85.00,90.00,89.00,0.00,89.00,89.00,89.00,0.00,0.00,3.00
12-31-2024,46103,Pennington County,Rapid Valley Elementary,78.00,74.00,73.00,77.00,0.00,77.00,76.00,77.00,0.00,0.00,2.00
12-31-2018,46103,Pennington County,Robbinsdale Elementary,89.00,86.00,88.00,86.00,0.00,86.00,86.00,80.00,0.00,1.00,2.00
12-31-2019,46103,Pennington County,Robbinsdale Elementary,82.00,79.00,81.00,79.00,0.00,80.00,81.00,81.00,0.00,0.00,1.00
12-31-2020,46103,Pennington County,Robbinsdale Elementary,61.00,54.00,58.00,58.00,0.00,58.00,58.00,58.00,0.00,0.00,3.00
12-31-2021,46103,Pennington County,Robbinsdale Elementary,51.00,49.00,51.00,51.00,0.00,51.00,51.00,51.00,0.00,0.00,0.00
