"school_name","school_type","address","city","zipcode","planning_region","ex_rel","ex_med","ex_tot"
"Catholic Academy of Waterbury","Non-public","386 Robinwood Road","Waterbury","06708","Naugatuck Valley","0.6","0.6","1.1"
"Children's Community School","Non-public","23 John Street","Waterbury","06708","Naugatuck Valley","0.6","0.0","0.6"
"Crosby High School","Public","300 Pierpont Rd.","Waterbury","06705","Naugatuck Valley","0.4","0.4","0.9"
"Driggs School","Public","77 Woodlawn Terrace","Waterbury","06710","Naugatuck Valley","0.5","0.0","0.5"
"Duggan School","Public","952 Bank Street","Waterbury","06708","Naugatuck Valley","0.0","0.5","0.5"
"Enlightenment School","Non-public","58 Griggs Street","Waterbury","06704","Naugatuck Valley","0.0","0.0","0.0"
"F. J. Kingsbury School","Public","220 Columbia Blvd.","Waterbury","06710","Naugatuck Valley","0.0","0.0","0.0"
"Gilmartin School","Public","107 Wyoming Ave.","Waterbury","06706","Naugatuck Valley","0.0","0.2","0.2"
"H. S. Chase School","Public","40 Woodtick Rd.","Waterbury","06705","Naugatuck Valley","0.2","0.0","0.2"
"Holy Cross High School","Non-public","587 Oronoke Road","Waterbury","06708","Naugatuck Valley","DNC","DNC","DNC"
"Hopeville School","Public","2 Cypress St.","Waterbury","06706","Naugatuck Valley","0.0","0.0","0.0"
"John F. Kennedy High School","Public","422 Highland Ave.","Waterbury","06708","Naugatuck Valley","0.1","0.0","0.1"
"Maloney Interdistrict Magnet School","Public","233 South Elm St.","Waterbury","06706","Naugatuck Valley","0.3","0.2","0.5"
"Margaret M. Generali Elementary School","Public","3196 East Main St.","Waterbury","06705","Naugatuck Valley","0.2","0.0","0.2"
"Michael F. Wallace Middle School","Public","3465 East Main St.","Waterbury","06705","Naugatuck Valley","1.1","0.0","1.1"
"North End Middle School","Public","534 Bucks Hill Rd.","Waterbury","06704","Naugatuck Valley","0.2","0.0","0.2"
"Our Lady of Mount Carmel-Waterbury","Non-public","645 Congress Avenue","Waterbury","06708","Naugatuck Valley","1.0","0.0","1.0"
"Reed School","Public","33 Griggs Street","Waterbury","06704","Naugatuck Valley","0.2","0.0","0.2"
"Regan School","Public","2780 North Main St.","Waterbury","06704","Naugatuck Valley","0.0","0.0","0.0"
"Roberto Clemente International Dual Language School","Public","116 Beecher Avenue","Waterbury","06705","Naugatuck Valley","0.3","0.0","0.3"
"Rotella Interdistrict Magnet School","Public","380 Pierpont Rd.","Waterbury","06705","Naugatuck Valley","1.0","0.0","1.0"
"Sprague School","Public","1443 Thomaston Ave.","Waterbury","06704","Naugatuck Valley","0.0","0.0","0.0"
"State Street School","Public","30 Church Street","Waterbury","06702","Naugatuck Valley","0.0","0.0","0.0"
"W. F. Kaynor Technical High School","Public","43 Tompkins St.","Waterbury","06708","Naugatuck Valley","0.8","0.0","0.8"
"Walsh School","Public","55 Dikeman Street","Waterbury","06704","Naugatuck Valley","0.0","0.0","0.0"
"Washington School","Public","685 Baldwin St.","Waterbury","06706","Naugatuck Valley","0.0","0.0","0.0"
"Waterbury Arts Magnet School","Public","16 South Elm St.","Waterbury","06706","Naugatuck Valley","1.2","0.0","1.2"
"Waterbury Community Mesivta, Inc.","Non-public","145 Grove Street","Waterbury","06702","Naugatuck Valley","DNC","DNC","DNC"
"Wendell L. Cross School","Public","1255 Hamilton Ave.","Waterbury","06706","Naugatuck Valley","0.2","0.0","0.2"
"West Side Middle School","Public","483 Chase Parkway","Waterbury","06708","Naugatuck Valley","0.0","0.0","0.0"
"Wilby High School","Public","568 Bucks Hill Rd.","Waterbury","06704","Naugatuck Valley","0.3","0.0","0.3"
"Woodrow Wilson School","Public","235 Birch St.","Waterbury","06704","Naugatuck Valley","0.0","0.0","0.0"
"Yeshiva Ktana of Waterbury","Non-public","32 Hillside Ave","Waterbury","06710","Naugatuck Valley","0.4","0.4","0.8"
"Baptist Bible Academy","Non-public","1144 Hartford Turnpike","Waterford","06385","Southeastern CT","DNC","DNC","DNC"
"Clark Lane Middle School","Public","105 Clark Ln.","Waterford","06385","Southeastern CT","1.2","0.2","1.4"
"Great Neck Elementary School","Public","165 Great Neck Rd.","Waterford","06385","Southeastern CT","0.6","0.0","0.6"
"Oswegatchie Elementary School","Public","470 Boston Post Rd.","Waterford","06385","Southeastern CT","0.3","0.9","1.2"
"Quaker Hill Elementary School","Public","285 Bloomingdale Rd.","Waterford","06375","Southeastern CT","0.0","0.0","0.0"
"The Friendship School","Non-public","24 Rope Ferry Rd.","Waterford","06385","Southeastern CT","0.0","0.0","0.0"
"Waterford Country School","Non-public","78 Hunts Brook Road","Waterford","06375","Southeastern CT","DNC","DNC","DNC"
"Waterford High School","Public","20 Rope Ferry Rd.","Waterford","06385","Southeastern CT","1.2","0.9","2.0"
"Fletcher W. Judson School","Public","124 Hamilton Lane","Watertown","06795","Naugatuck Valley","1.7","0.0","1.7"
"Holy Disciples Catholic School","Non-public","140 Buckingham Street","Watertown","06779","Naugatuck Valley","0.0","0.5","0.5"
"John Trumbull Primary","Non-public","779 Buckingham St.","Watertown","06779","Naugatuck Valley","0.0","0.2","0.2"
"Polk School","Public","435 Buckingham St.","Watertown","06779","Naugatuck Valley","2.0","0.0","2.0"
"St. John the Evangelist","Non-public","760 Main Street","Watertown","06795","Naugatuck Valley","DNC","DNC","DNC"
"Swift Middle School","Public","250 Colonial St.","Watertown","06779","Naugatuck Valley","2.1","0.0","2.1"
"The Taft School","Non-public","110 Woodbury Road","Watertown","06795","Naugatuck Valley","0.0","0.2","0.2"
"Watertown High School","Public","324 French St.","Watertown","06795","Naugatuck Valley","2.0","0.0","2.0"
"Aiken School","Public","212 King Philip Dr.","West Hartford","06117","Capitol","0.2","0.2","0.5"
"American School for the Deaf","Non-public","139 North Main Street","West Hartford","06107","Capitol","0.6","2.4","2.9"
